ClutserID	Streptococcus_pneumoniae_CGSP14	Streptococcus_pneumoniae_G54	Streptococcus_pneumoniae_R6	Streptococcus_pneumoniae_Hungary19A-6	Streptococcus_pneumoniae_P1031	Streptococcus_pneumoniae_TCH8431-19A
1276	ACB89546.1	ACF55677.1	AAK99064.1	ACA36031.1	ACO20978.1	ADI68826.1
1277	ACB90201.1	ACF55558.1	AAK99681.1	ACA35525.1	ACO21513.1	ADI69743.1
1278	ACB90928.1	ACF56868.1	AAL00350.1	ACA35646.1	ACO22155.1	ADI70174.1
1279	ACB90518.1	ACF56565.1	AAK99980.1	ACA37578.1	ACO21931.1	ADI69429.1
1280	ACB90423.1	ACF56398.1	AAK99821.1	ACA35604.1	ACO20303.1	ADI69599.1
1281	ACB91006.1	ACF54996.1	AAL00405.1	ACA35538.1	ACO21696.1	ADI70229.1
1282	ACB90648.1	ACF54947.1	AAL00069.1	ACA37604.1	ACO21748.1	ADI69367.1
1283	ACB90897.1	ACF56789.1	AAL00321.1	ACA35667.1	ACO21932.1	ADI70143.1
1284	ACB91414.1	ACF56434.1	AAL00802.1	ACA37318.1	ACO22134.1	ADI68436.1
1285	ACB89340.1	ACF56620.1	AAK98886.1	ACA37217.1	ACO20700.1	ADI68603.1
1286	ACB91198.1	ACF54863.1	AAL00599.1	ACA35698.1	ACO21896.1	ADI70478.1
1287	ACB89638.1	ACF56117.1	AAK99152.1	ACA37182.1	ACO21825.1	ADI68917.1
1288	ACB91254.1	ACF56843.1	AAL00650.1	ACA36580.1	ACO20288.1	ADI68260.1
1289	ACB90402.1	ACF56025.1	AAK99840.1	ACA37424.1	ACO21837.1	ADI69579.1
1290	ACB91136.1	ACF56516.1	AAL00528.1	ACA36847.1	ACO20835.1	ADI70372.1
1291	ACB90199.1	ACF54794.1	AAK99677.1	ACA36481.1	ACO21861.1	ADI69745.1
1292	ACB90390.1	ACF56147.1	AAK99850.1	ACA37133.1	ACO20799.1	ADI69564.1
1293	ACB90976.1	ACF56751.1	AAL00398.1	ACA36632.1	ACO20602.1	ADI70221.1
1294	ACB89958.1	ACF55126.1	AAK99470.1	ACA36130.1	ACO21489.1	ADI69267.1
1295	ACB89523.1	ACF55341.1	AAK99044.1	ACA36185.1	ACO21269.1	ADI68805.1
1296	ACB91208.1	ACF56632.1	AAL00608.1	ACA36653.1	ACO21821.1	ADI70488.1
1297	ACB90440.1	ACF56624.1	AAK99802.1	ACA37053.1	ACO20950.1	ADI69620.1
1298	ACB91341.1	ACF55374.1	AAL00734.1	ACA35920.1	ACO20349.1	ADI68351.1
1299	ACB89883.1	ACF55119.1	AAK99395.1	ACA36703.1	ACO21712.1	ADI69194.1
1300	ACB91304.1	ACF55204.1	AAL00699.1	ACA37225.1	ACO21640.1	ADI68311.1
1301	ACB90039.1	ACF54929.1	AAK99551.1	ACA36972.1	ACO20763.1	ADI69875.1
1302	ACB91098.1	ACF56684.1	AAL00491.1	ACA36259.1	ACO21381.1	ADI70326.1
1303	ACB89968.1	ACF56665.1	AAK99479.1	ACA37420.1	ACO21730.1	ADI69277.1
1304	ACB89657.1	ACF56110.1	AAK99172.1	ACA35692.1	ACO20777.1	ADI68926.1
1305	ACB90214.1	ACF56719.1	AAK99695.1	ACA36832.1	ACO20237.1	ADI69728.1
1306	ACB89530.1	ACF55912.1	AAK99051.1	ACA37282.1	ACO20185.1	ADI68813.1
1307	ACB91250.1	ACF55112.1	AAL00647.1	ACA35905.1	ACO21526.1	ADI68257.1
1308	ACB89496.1	ACF55299.1	AAK99020.1	ACA37065.1	ACO20804.1	ADI68776.1
1309	ACB90643.1	ACF56803.1	AAL00064.1	ACA36398.1	ACO21880.1	ADI69372.1
1310	ACB91452.1	ACF56205.1	AAL00842.1	ACA36535.1	ACO21802.1	ADI68476.1
1311	ACB91188.1	ACF54819.1	AAL00588.1	ACA37577.1	ACO21459.1	ADI70467.1
1312	ACB89948.1	ACF56558.1	AAK99460.1	ACA35598.1	ACO20312.1	ADI69258.1
1313	ACB90416.1	ACF56635.1	AAK99827.1	ACA35555.1	ACO21531.1	ADI69593.1
1314	ACB89263.1	ACF55523.1	AAK98815.1	ACA36727.1	ACO20898.1	ADI68528.1
1315	ACB91194.1	ACF55091.1	AAL00595.1	ACA36434.1	ACO21662.1	ADI70474.1
1316	ACB89334.1	ACF55003.1	AAK98881.1	ACA36643.1	ACO21943.1	ADI68598.1
1317	ACB89964.1	ACF55331.1	AAK99475.1	ACA37087.1	ACO21467.1	ADI69272.1
1318	ACB91214.1	ACF55483.1	AAL00613.1	ACA36265.1	ACO21547.1	ADI70492.1
1319	ACB89571.1	ACF54957.1	AAK99087.1	ACA37518.1	ACO20416.1	ADI68841.1
1320	ACB91300.1	ACF55216.1	AAL00695.1	ACA37104.1	ACO21412.1	ADI68307.1
1321	ACB90853.1	ACF56320.1	AAL00271.1	ACA36457.1	ACO20981.1	ADI70092.1
1322	ACB90626.1	ACF56823.1	AAL00047.1	ACA36848.1	ACO21916.1	ADI69389.1
1323	ACB89830.1	ACF56685.1	AAK99347.1	ACA35570.1	ACO21480.1	ADI69135.1
1324	ACB89529.1	ACF56328.1	AAK99050.1	ACA36819.1	ACO22122.1	ADI68812.1
1325	ACB89292.1	ACF54916.1	AAK98842.1	ACA36346.1	ACO22210.1	ADI68554.1
1326	ACB91165.1	ACF55079.1	AAL00559.1	ACA36731.1	ACO20744.1	ADI70410.1
1327	ACB89923.1	ACF55245.1	AAK99438.1	ACA37442.1	ACO21344.1	ADI69234.1
1328	ACB89585.1	ACF55971.1	AAK99101.1	ACA37451.1	ACO20582.1	ADI68858.1
1329	ACB91218.1	ACF56283.1	AAL00617.1	ACA36318.1	ACO21141.1	ADI70497.1
1330	ACB90891.1	ACF54899.1	AAL00315.1	ACA36041.1	ACO20381.1	ADI70137.1
1331	ACB90150.1	ACF56873.1	AAK99626.1	ACA35830.1	ACO20603.1	ADI69792.1
1332	ACB91270.1	ACF55098.1	AAL00664.1	ACA37519.1	ACO20651.1	ADI68275.1
1333	ACB91373.1	ACF54859.1	AAL00761.1	ACA36359.1	ACO21834.1	ADI68381.1
1334	ACB90158.1	ACF55275.1	AAK99636.1	ACA36040.1	ACO22187.1	ADI69782.1
1335	ACB89666.1	ACF56396.1	AAK99180.1	ACA36713.1	ACO21244.1	ADI68935.1
1336	ACB91290.1	ACF56462.1	AAL00685.1	ACA36711.1	ACO21890.1	ADI68297.1
1337	ACB89497.1	ACF54836.1	AAK99021.1	ACA36388.1	ACO20377.1	ADI68777.1
1338	ACB91364.1	ACF56512.1	AAL00752.1	ACA36435.1	ACO21131.1	ADI68372.1
1339	ACB89623.1	ACF55311.1	AAK99139.1	ACA36482.1	ACO20562.1	ADI68900.1
1340	ACB89406.1	ACF56525.1	AAK98952.1	ACA37156.1	ACO22067.1	ADI68689.1
1341	ACB89300.1	ACF55238.1	AAK98851.1	ACA36770.1	ACO22104.1	ADI68563.1
1342	ACB90768.1	ACF55343.1	AAL00187.1	ACA37479.1	ACO21146.1	ADI69991.1
1343	ACB90361.1	ACF56674.1	AAK99875.1	ACA36381.1	ACO20632.1	ADI69539.1
1344	ACB89390.1	ACF55743.1	AAK98941.1	ACA37167.1	ACO20199.1	ADI68673.1
1345	ACB89673.1	ACF55420.1	AAK99187.1	ACA35618.1	ACO20299.1	ADI68942.1
1346	ACB89794.1	ACF56756.1	AAK99308.1	ACA36420.1	ACO21706.1	ADI69097.1
1347	ACB89993.1	ACF55676.1	AAK99504.1	ACA37324.1	ACO22125.1	ADI69928.1
1348	ACB91210.1	ACF55910.1	AAL00609.1	ACA35832.1	ACO21320.1	ADI70489.1
1349	ACB91248.1	ACF56589.1	AAL00645.1	ACA37492.1	ACO21072.1	ADI68254.1
1350	ACB91091.1	ACF56167.1	AAL00485.1	ACA36362.1	ACO20438.1	ADI70317.1
1351	ACB90005.1	ACF56546.1	AAK99517.1	ACA36396.1	ACO20834.1	ADI69916.1
1352	ACB90142.1	ACF55437.1	AAK99617.1	ACA37471.1	ACO21104.1	ADI69803.1
1353	ACB90834.1	ACF56149.1	AAL00259.1	ACA36942.1	ACO20302.1	ADI70066.1
1354	ACB89741.1	ACF55601.1	AAK99258.1	ACA36068.1	ACO21885.1	ADI69037.1
1355	ACB90651.1	ACF56577.1	AAL00072.1	ACA36506.1	ACO21646.1	ADI69364.1
1356	ACB90264.1	ACF56077.1	AAK99740.1	ACA36953.1	ACO21224.1	ADI69673.1
1357	ACB90963.1	ACF56264.1	AAL00385.1	ACA36793.1	ACO21165.1	ADI70209.1
1358	ACB91445.1	ACF56292.1	AAL00834.1	ACA35760.1	ACO21256.1	ADI68469.1
1359	ACB89928.1	ACF55466.1	AAK99443.1	ACA37608.1	ACO20308.1	ADI69239.1
1360	ACB91024.1	ACF56093.1	AAL00420.1	ACA37491.1	ACO21806.1	ADI70250.1
1361	ACB89303.1	ACF54994.1	AAK98854.1	ACA37496.1	ACO21043.1	ADI68566.1
1362	ACB90249.1	ACF55693.1	AAK99726.1	ACA36035.1	ACO20986.1	ADI69687.1
1363	ACB91258.1	ACF56836.1	AAL00654.1	ACA37634.1	ACO21019.1	ADI68264.1
1364	ACB91427.1	ACF56044.1	AAL00815.1	ACA36465.1	ACO21370.1	ADI68450.1
1365	ACB89382.1	ACF55380.1	AAK98933.1	ACA35831.1	ACO22220.1	ADI68663.1
1366	ACB91114.1	ACF55023.1	AAL00507.1	ACA36742.1	ACO20402.1	ADI70345.1
1367	ACB91144.1	ACF55222.1	AAL00536.1	ACA36004.1	ACO21530.1	ADI70381.1
1368	ACB89936.1	ACF55254.1	AAK99450.1	ACA36119.1	ACO21897.1	ADI69247.1
1369	ACB89896.1	ACF56775.1	AAK99408.1	ACA35508.1	ACO22012.1	ADI69207.1
1370	ACB89984.1	ACF55579.1	AAK99495.1	ACA36240.1	ACO20570.1	ADI69938.1
1371	ACB90797.1	ACF56599.1	AAL00221.1	ACA37552.1	ACO21953.1	ADI70024.1
1372	ACB89712.1	ACF56010.1	AAK99230.1	ACA36596.1	ACO20383.1	ADI69005.1
1373	ACB90395.1	ACF56607.1	AAK99846.1	ACA36572.1	ACO21055.1	ADI69570.1
1374	ACB91215.1	ACF56639.1	AAL00614.1	ACA35662.1	ACO21170.1	ADI70493.1
1375	ACB91064.1	ACF55271.1	AAL00457.1	ACA36270.1	ACO20761.1	ADI70286.1
1376	ACB90613.1	ACF55539.1	AAL00033.1	ACA36348.1	ACO20656.1	ADI69405.1
1377	ACB91378.1	ACF55517.1	AAL00766.1	ACA36785.1	ACO21786.1	ADI68389.1
1378	ACB90133.1	ACF55569.1	AAK99608.1	ACA36555.1	ACO20788.1	ADI69812.1
1379	ACB91310.1	ACF55268.1	AAL00705.1	ACA37060.1	ACO20356.1	ADI68317.1
1380	ACB91160.1	ACF56497.1	AAL00552.1	ACA36037.1	ACO21583.1	ADI70404.1
1381	ACB89981.1	ACF55373.1	AAK99493.1	ACA37118.1	ACO21823.1	ADI69941.1
1382	ACB90124.1	ACF56069.1	AAK99600.1	ACA36661.1	ACO21062.1	ADI69822.1
1383	ACB91063.1	ACF55753.1	AAL00455.1	ACA36576.1	ACO21219.1	ADI70285.1
1384	ACB89659.1	ACF56036.1	AAK99173.1	ACA37185.1	ACO21368.1	ADI68927.1
1385	ACB90369.1	ACF55444.1	AAK99870.1	ACA36224.1	ACO21367.1	ADI69545.1
1386	ACB89891.1	ACF56570.1	AAK99403.1	ACA37317.1	ACO21939.1	ADI69202.1
1387	ACB89824.1	ACF56831.1	AAK99341.1	ACA36257.1	ACO21760.1	ADI69129.1
1388	ACB91085.1	ACF56642.1	AAL00477.1	ACA36480.1	ACO21366.1	ADI70310.1
1389	ACB89616.1	ACF55808.1	AAK99132.1	ACA37625.1	ACO21668.1	ADI68893.1
1390	ACB89922.1	ACF55752.1	AAK99437.1	ACA36915.1	ACO21930.1	ADI69233.1
1391	ACB90058.1	ACF55522.1	AAK99568.1	ACA35766.1	ACO21436.1	ADI69857.1
1392	ACB91020.1	ACF56192.1	AAL00417.1	ACA35684.1	ACO21416.1	ADI70247.1
1393	ACB89743.1	ACF55338.1	AAK99260.1	ACA35611.1	ACO21074.1	ADI69040.1
1394	ACB89926.1	ACF56367.1	AAK99441.1	ACA36655.1	ACO20599.1	ADI69237.1
1395	ACB90437.1	ACF55354.1	AAK99805.1	ACA36107.1	ACO22021.1	ADI69617.1
1396	ACB89943.1	ACF56346.1	AAK99455.1	ACA37158.1	ACO21759.1	ADI69253.1
1397	ACB90775.1	ACF56007.1	AAL00196.1	ACA36858.1	ACO20792.1	ADI69999.1
1398	ACB91052.1	ACF55291.1	AAL00439.1	ACA37216.1	ACO20206.1	ADI70271.1
1399	ACB89408.1	ACF56465.1	AAK98954.1	ACA35694.1	ACO21132.1	ADI68691.1
1400	ACB90252.1	ACF55537.1	AAK99730.1	ACA37072.1	ACO20731.1	ADI69684.1
1401	ACB91292.1	ACF55440.1	AAL00687.1	ACA36149.1	ACO20891.1	ADI68299.1
1402	ACB89661.1	ACF55651.1	AAK99175.1	ACA36203.1	ACO20150.1	ADI68929.1
1403	ACB90610.1	ACF55594.1	AAL00030.1	ACA36577.1	ACO20781.1	ADI69408.1
1404	ACB91395.1	ACF54971.1	AAL00783.1	ACA35503.1	ACO20973.1	ADI68407.1
1405	ACB90265.1	ACF55345.1	AAK99742.1	ACA36440.1	ACO21395.1	ADI69672.1
1406	ACB91405.1	ACF56548.1	AAL00792.1	ACA36428.1	ACO21351.1	ADI68419.1
1407	ACB91423.1	ACF55399.1	AAL00811.1	ACA36176.1	ACO20311.1	ADI68445.1
1408	ACB91166.1	ACF56862.1	AAL00560.1	ACA36924.1	ACO20176.1	ADI70411.1
1409	ACB90788.1	ACF54965.1	AAL00212.1	ACA37526.1	ACO21069.1	ADI70015.1
1410	ACB89577.1	ACF56554.1	AAK99093.1	ACA36639.1	ACO20405.1	ADI68850.1
1411	ACB90275.1	ACF55158.1	AAK99749.1	ACA37360.1	ACO21178.1	ADI69659.1
1412	ACB90460.1	ACF55596.1	AAK99782.1	ACA37141.1	ACO20547.1	ADI69642.1
1413	ACB90427.1	ACF55859.1	AAK99817.1	ACA36172.1	ACO21001.1	ADI69604.1
1414	ACB89547.1	ACF55066.1	AAK99065.1	ACA35589.1	ACO21596.1	ADI68827.1
1415	ACB89596.1	ACF56783.1	AAK99113.1	ACA35682.1	ACO20936.1	ADI68871.1
1416	ACB90671.1	ACF56615.1	AAL00091.1	ACA37230.1	ACO21711.1	ADI69341.1
1417	ACB90403.1	ACF55227.1	AAK99839.1	ACA37564.1	ACO20826.1	ADI69580.1
1418	ACB91029.1	ACF56648.1	AAL00425.1	ACA36378.1	ACO21947.1	ADI70255.1
1419	ACB90709.1	ACF54898.1	AAL00126.1	ACA35715.1	ACO20703.1	ADI69304.1
1420	ACB89876.1	ACF55457.1	AAK99388.1	ACA37163.1	ACO20546.1	ADI69188.1
1421	ACB91286.1	ACF55356.1	AAL00681.1	ACA35996.1	ACO20246.1	ADI68292.1
1422	ACB89395.1	ACF56594.1	AAK98944.1	ACA37218.1	ACO21265.1	ADI68680.1
1423	ACB91152.1	ACF56006.1	AAL00544.1	ACA37607.1	ACO21937.1	ADI70388.1
1424	ACB91356.1	ACF56429.1	AAL00746.1	ACA35902.1	ACO22076.1	ADI68365.1
1425	ACB90785.1	ACF56290.1	AAL00209.1	ACA37106.1	ACO21998.1	ADI70012.1
1426	ACB89629.1	ACF55909.1	AAK99143.1	ACA35923.1	ACO20786.1	ADI68908.1
1427	ACB90151.1	ACF56231.1	AAK99627.1	ACA36331.1	ACO21083.1	ADI69791.1
1428	ACB89462.1	ACF55410.1	AAK98984.1	ACA37037.1	ACO21910.1	ADI68740.1
1429	ACB89344.1	ACF55625.1	AAK98890.1	ACA37497.1	ACO21122.1	ADI68614.1
1430	ACB91318.1	ACF56845.1	AAL00713.1	ACA35908.1	ACO21900.1	ADI68325.1
1431	ACB90398.1	ACF55246.1	AAK99843.1	ACA36414.1	ACO20407.1	ADI69574.1
1432	ACB91047.1	ACF55433.1	AAL00434.1	ACA35528.1	ACO21902.1	ADI70266.1
1433	ACB89676.1	ACF55164.1	AAK99190.1	ACA35926.1	ACO21295.1	ADI68945.1
1434	ACB89453.1	ACF56502.1	AAK98975.1	ACA36735.1	ACO21345.1	ADI68731.1
1435	ACB89341.1	ACF55658.1	AAK98887.1	ACA37493.1	ACO21471.1	ADI68605.1
1436	ACB90245.1	ACF56181.1	AAK99722.1	ACA35756.1	ACO21725.1	ADI69691.1
1437	ACB89583.1	ACF54789.1	AAK99099.1	ACA36050.1	ACO20554.1	ADI68856.1
1438	ACB90515.1	ACF55017.1	AAK99977.1	ACA35895.1	ACO21435.1	ADI69432.1
1439	ACB91312.1	ACF55981.1	AAL00707.1	ACA37322.1	ACO20887.1	ADI68319.1
1440	ACB91413.1	ACF54799.1	AAL00800.1	ACA35799.1	ACO21967.1	ADI68432.1
1441	ACB89270.1	ACF55111.1	AAK98824.1	ACA37312.1	ACO21443.1	ADI68535.1
1442	ACB91126.1	ACF55415.1	AAL00518.1	ACA36049.1	ACO22201.1	ADI70358.1
1443	ACB89319.1	ACF55349.1	AAK98869.1	ACA37568.1	ACO22102.1	ADI68582.1
1444	ACB90803.1	ACF56839.1	AAL00228.1	ACA36459.1	ACO20652.1	ADI70030.1
1445	ACB90628.1	ACF55262.1	AAL00049.1	ACA35566.1	ACO20503.1	ADI69387.1
1446	ACB89973.1	ACF54982.1	AAK99484.1	ACA35709.1	ACO21123.1	ADI69282.1
1447	ACB90431.1	ACF55573.1	AAK99811.1	ACA37527.1	ACO20691.1	ADI69611.1
1448	ACB89838.1	ACF55702.1	AAK99353.1	ACA35561.1	ACO20488.1	ADI69143.1
1449	ACB89488.1	ACF55934.1	AAK99011.1	ACA37428.1	ACO20485.1	ADI68767.1
1450	ACB91185.1	ACF56021.1	AAL00586.1	ACA37423.1	ACO20543.1	ADI70465.1
1451	ACB91417.1	ACF56535.1	AAL00805.1	ACA35764.1	ACO22110.1	ADI68439.1
1452	ACB91129.1	ACF54864.1	AAL00521.1	ACA37415.1	ACO20775.1	ADI70361.1
1453	ACB90038.1	ACF56377.1	AAK99550.1	ACA37590.1	ACO21654.1	ADI69876.1
1454	ACB89982.1	ACF56305.1	AAK99494.1	ACA35659.1	ACO21188.1	ADI69940.1
1455	ACB89889.1	ACF55296.1	AAK99401.1	ACA37521.1	ACO21594.1	ADI69200.1
1456	ACB89555.1	ACF55106.1	AAK99071.1	ACA36100.1	ACO20393.1	ADI68834.1
1457	ACB89380.1	ACF55072.1	AAK98931.1	ACA36231.1	ACO21002.1	ADI68661.1
1458	ACB89908.1	ACF55488.1	AAK99422.1	ACA36808.1	ACO22047.1	ADI69214.1
1459	ACB91228.1	ACF54986.1	AAL00626.1	ACA35622.1	ACO21607.1	ADI68234.1
1460	ACB91102.1	ACF55718.1	AAL00495.1	ACA35610.1	ACO20605.1	ADI70330.1
1461	ACB91444.1	ACF56482.1	AAL00833.1	ACA37155.1	ACO20654.1	ADI68468.1
1462	ACB89906.1	ACF55018.1	AAK99418.1	ACA36317.1	ACO21262.1	ADI69210.1
1463	ACB90942.1	ACF54771.1	AAL00366.1	ACA36292.1	ACO20666.1	ADI70188.1
1464	ACB89976.1	ACF56341.1	AAK99487.1	ACA36215.1	ACO21314.1	ADI69285.1
1465	ACB91322.1	ACF56388.1	AAL00718.1	ACA36161.1	ACO20658.1	ADI68332.1
1466	ACB89528.1	ACF56517.1	AAK99049.1	ACA37617.1	ACO21682.1	ADI68810.1
1467	ACB89291.1	ACF56169.1	AAK98841.1	ACA36074.1	ACO20900.1	ADI68553.1
1468	ACB91167.1	ACF56549.1	AAL00561.1	ACA35620.1	ACO21922.1	ADI70412.1
1469	ACB89587.1	ACF55884.1	AAK99104.1	ACA35677.1	ACO20918.1	ADI68861.1
1470	ACB89518.1	ACF56867.1	AAK99040.1	ACA36025.1	ACO20979.1	ADI68800.1
1471	ACB89747.1	ACF56550.1	AAK99264.1	ACA36448.1	ACO20168.1	ADI69045.1
1472	-	ACF56861.1,ACF55417.1	-	ACA35506.1	ACO22007.1	ADI68933.1,ADI70325.1
1473	ACB89372.1	ACF54852.1	AAK98925.1	ACA36951.1	ACO21249.1	ADI68651.1
1474	-	ACF56150.1,ACF55205.1	AAL00011.1	ACA35847.1	ACO21572.1,ACO21957.1	-
1475	-	-	AAK99791.1	-	-	ADI69720.1,ADI69632.1,ADI69609.1,ADI70340.1,ADI69328.1
1476	ACB89357.1	-	AAK98902.1	ACA36226.1	ACO21491.1	ADI68626.1
1477	ACB90385.1	ACF56475.1	AAK99855.1	-	ACO20882.1	ADI69559.1
1478	ACB90770.1	ACF56159.1	AAL00191.1	-	ACO21437.1	ADI69994.1
1479	ACB91278.1	ACF56252.1	AAL00672.1	-	ACO21864.1	ADI68283.1
1480	ACB90660.1	ACF55088.1	-	ACA36151.1	ACO21311.1	ADI69352.1
1481	ACB90867.1	ACF56650.1	AAL00287.1	-	ACO21338.1	ADI70111.1
1482	ACB90490.1	ACF55654.1	AAK99955.1	-	ACO20550.1	ADI69455.1
1483	ACB91375.1	ACF56595.1	-	ACA37054.1	ACO20460.1	ADI68385.1
1484	ACB89974.1	ACF55124.1	-	ACA37166.1	ACO21283.1	ADI69283.1
1485	ACB90286.1,ACB90529.1	ACF55154.1	AAK99760.1	-	ACO22028.1	-
1486	ACB89939.1	ACF56076.1	AAK99452.1	ACA36871.1	-	ADI69249.1
1487	ACB90909.1	ACF56601.1	AAL00332.1	-	ACO20172.1	ADI70155.1
1488	ACB89286.1,ACB90919.1,ACB90753.1	-	-	ACA35873.1	-	ADI70165.1
1489	ACB90665.1	ACF54792.1	AAL00085.1	ACA35602.1	-	ADI69348.1
1490	ACB89421.1	ACF55151.1	-	ACA37003.1	ACO20340.1	ADI70434.1
1491	ACB89782.1	ACF54922.1	-	ACA37392.1	ACO22203.1	ADI69088.1
1492	ACB90291.1	ACF55153.1	AAK99945.1	-	ACO20151.1	ADI69465.1
1493	ACB89850.1	ACF56787.1	AAK99364.1	ACA37372.1	-	ADI69159.1
1494	ACB90429.1	ACF54973.1	AAK99815.1	ACA36784.1	-	ADI69606.1
1495	ACB90386.1	ACF55794.1	AAK99854.1	-	ACO20403.1	ADI69560.1
1496	ACB89551.1	-	AAK99067.1	ACA37400.1	ACO21171.1	ADI68830.1
1497	ACB90388.1	ACF56733.1	AAK99852.1	-	ACO21474.1	ADI69562.1
1498	ACB91174.1	ACF55923.1	-	ACA37403.1	ACO21891.1	ADI70453.1
1499	ACB90365.1	ACF55113.1	-	ACA36099.1	ACO20877.1	ADI69543.1
1500	ACB91268.1	ACF56096.1	-	ACA36361.1	ACO21297.1	ADI68273.1
1501	ACB89601.1	ACF55553.1	-	ACA36803.1	ACO21747.1	ADI68877.1
1502	ACB90135.1	ACF55161.1	-	ACA36977.1	ACO21260.1	ADI69810.1
1503	ACB90950.1	ACF56120.1	AAL00373.1	ACA35779.1	-	ADI70197.1
1504	ACB90583.1,ACB89428.1	-	-	ACA35641.1	ACO20943.1	ADI70447.1
1505	ACB89719.1	ACF56629.1	-	ACA37012.1	ACO22147.1	ADI69012.1
1506	ACB89819.1	ACF55840.1	AAK99335.1	ACA35762.1	-	ADI69123.1
1507	ACB91403.1	ACF55894.1	-	ACA36469.1	ACO21361.1	ADI68417.1
1508	ACB91424.1	ACF55723.1	AAL00812.1	-	ACO20911.1	ADI68446.1
1509	ACB89418.1	ACF55419.1	-	ACA37348.1	ACO21795.1	ADI70431.1
1510	ACB89465.1	ACF55632.1	-	ACA35629.1	ACO21679.1	ADI68744.1
1511	ACB90083.1	ACF56677.1	AAK99589.1	ACA37313.1	-	ADI69838.1
1512	ACB91131.1	ACF56324.1	AAL00523.1	ACA36746.1	-	ADI70363.1
1513	ACB91173.1	ACF55600.1	AAL00567.1	-	ACO21451.1	ADI70418.1
1514	ACB90947.1	ACF56266.1	-	ACA36188.1	ACO21028.1	ADI70194.1
1515	ACB89639.1	ACF55782.1	AAK99153.1	-	ACO20558.1	ADI68918.1
1516	ACB91357.1	ACF55277.1	AAL00747.1	ACA36559.1	-	ADI68366.1
1517	ACB90454.1	ACF55983.1	-	ACA36201.1	ACO20847.1	ADI69636.1
1518	ACB89626.1	ACF55030.1	-	ACA37456.1	ACO21390.1	ADI68904.1
1519	ACB90091.1	ACF56850.1	-	ACA36159.1	ACO20306.1	ADI69830.1
1520	ACB91451.1	ACF56436.1	AAL00841.1	-	ACO20935.1	ADI68475.1
1521	ACB89542.1	ACF55504.1	AAK99059.1	-	ACO20647.1	ADI68822.1
1522	ACB90763.1	ACF55576.1	AAL00183.1	-	ACO21063.1	ADI69988.1
1523	ACB89969.1	ACF55293.1	AAK99480.1	ACA36007.1	ACO20318.1	-
1524	ACB91213.1	ACF55672.1	AAL00612.1	ACA36676.1	ACO22099.1	-
1525	ACB89389.1	ACF55232.1	AAK98940.1	ACA36654.1	-	ADI68672.1
1526	ACB90500.1	ACF55685.1	AAK99967.1	ACA37253.1	ACO20248.1	-
1527	ACB90280.1	-	AAK99754.1	ACA36000.1	ACO21048.1	ADI69653.1
1528	ACB90092.1	ACF55561.1	-	ACA35556.1	ACO21713.1	ADI69829.1
1529	ACB90831.1	ACF54811.1	AAL00256.1	ACA37140.1	-	ADI70062.1
1530	ACB91438.1	ACF56700.1	AAL00827.1	-	ACO20394.1	ADI68462.1
1531	ACB90085.1	ACF55951.1	AAK99592.1	ACA36918.1	-	ADI69836.1
1532	ACB90315.1	ACF55532.1	AAK99922.1	-	ACO20648.1	ADI69489.1
1533	ACB90050.1	ACF54997.1	-	ACA36472.1	ACO21196.1	ADI69865.1
1534	ACB90582.1,ACB89427.1	-	-	ACA37224.1	ACO21567.1	ADI70445.1
1535	ACB91361.1	ACF55490.1	AAL00750.1	ACA37482.1	-	ADI68369.1
1536	ACB89393.1	ACF56400.1	AAK98942.1	ACA35704.1	ACO21085.1	-
1537	ACB90379.1	ACF55828.1	AAK99860.1	-	ACO22215.1	ADI69553.1
1538	ACB90432.1	ACF56333.1	-	ACA35826.1	ACO20228.1	ADI69612.1
1539	ACB90138.1	-	AAK99613.1	ACA35820.1	ACO22053.1	ADI69808.1
1540	ACB90237.1	ACF56474.1	AAK99718.1	ACA36484.1	-	ADI69695.1
1541	ACB89461.1	ACF55524.1	AAK98983.1	-	ACO20270.1	ADI68739.1
1542	ACB89941.1	ACF54770.1	AAK99453.1	-	ACO20757.1	ADI69250.1
1543	ACB90389.1	ACF55541.1	AAK99851.1	-	ACO21293.1	ADI69563.1
1544	ACB89430.1,ACB90585.1	-	-	ACA37419.1	ACO22031.1	ADI70449.1
1545	ACB90424.1	ACF56833.1	-	ACA36652.1	ACO21934.1	ADI69601.1
1546	ACB90084.1	ACF56692.1	AAK99590.1	ACA36737.1	-	ADI69837.1
1547	ACB89874.1	ACF56788.1	-	ACA36372.1	ACO21431.1	ADI69186.1
1548	ACB91069.1	ACF56029.1	AAL00462.1	-	ACO20753.1	ADI70292.1
1549	ACB91081.1	-	AAL00473.1	ACA35857.1	ACO21147.1	ADI70306.1
1550	ACB89778.1	-	AAK99292.1	ACA36646.1	ACO22100.1	ADI69085.1
1551	ACB89431.1,ACB90586.1	-	-	ACA35967.1	ACO21540.1	ADI70450.1
1552	ACB89737.1	ACF54824.1	AAK99254.1	ACA36542.1	-	ADI69033.1
1553	ACB90863.1	ACF56801.1	AAL00283.1	-	ACO20696.1	ADI70105.1
1554	ACB89417.1	ACF54827.1	-	ACA36762.1	ACO20347.1	ADI70430.1
1555	ACB89337.1	ACF55404.1	AAK98884.1	ACA36987.1	ACO21212.1	-
1556	ACB90752.1	ACF55892.1	AAL00172.1	ACA36353.1	-	ADI69977.1
